110100+00000047 21.104+26642100 22.104+09212180 31..00+00023614 32..10+00023597 33..10-00001879 87..10+00002620 88..10+00001650
110101+00000048 21.104+26012040 22.104+09459050 31..00+00023957 32..10+00023866 33..10-00003052 87..10+00002620 88..10+00001650
110102+00000049 21.104+11707590 22.104+09733420 31..00+00014565 32..10+00014438 33..10-00002887 87..10+00002620 88..10+00001650
110103+00000000 21.104+08703420 22.104+09237370 31..00+00132015 32..10+00131876 33..10-00007090 87..10+00002620 88..10+00001580
110104+00000001 21.104+26703590 22.104+26722190 31..00+00132015 32..10+00131876 33..10-00007092 87..10+00002620 88..10+00001580
110105+00000002 21.104+08005060 22.104+09446350 31..00+00051219 32..10+00051041 33..10-00005305 87..10+00002620 88..10+00001580
110106+00000003 21.104+22525270 22.104+08615130 31..00+00078474 32..10+00078307 33..10+00004188 87..10+00002520 88..10+00001580
110107+00000004 21.104+21757410 22.104+08627560 31..00+00057576 32..10+00057467 33..10+00002410 87..10+00002720 88..10+00001580
110108+00000005 21.104+20628380 22.104+08444090 31..00+00036477 32..10+00036323 33..10+00002307 87..10+00002620 88..10+00001580
110109+00000006 21.104+18035270 22.104+08753400 31..00+00023266 32..10+00023250 33..10+00000975 87..10+00001460 88..10+00001580
110110+00000007 21.104+20628410 22.104+08634220 31..00+00036358 32..10+00036293 33..10+00002294 87..10+00001460 88..10+00001580
110111+00000000 21.104+30526450 22.104+09112060 31..00+00037681 32..10+00037673 33..10-00000590 87..10+00001460 88..10+00001660
110112+00000001 21.104+12527010 22.104+26847430 31..00+00037674 32..10+00037666 33..10-00000592 87..10+00001460 88..10+00001660
110113+00000002 21.104+09024250 22.104+07429460 31..00+00000000 32..10+00000000 33..10+00000000 87..10+00001460 88..10+00001660
110114+00000003 21.104+08934560 22.104+09007590 31..00+00011206 32..10+00011206 33..10+00000174 87..10+00001460 88..10+00001660
110115+00000004 21.104+05656180 22.104+08908250 31..00+00036929 32..10+00036925 33..10+00000754 87..10+00001460 88..10+00001660
110116+00000000 21.104+00000000 22.104+08900590 31..00+00158969 32..10+00158945 33..10+00002900 87..10+00001460 88..10+00001630
110117+00000001 21.104+18311330 22.104+09126090 31..00+00043111 32..10+00043098 33..10-00000910 87..10+00001460 88..10+00001630
110118+00000002 21.104+14649090 22.104+08742140 31..00+00156518 32..10+00156392 33..10+00006442 87..10+00001460 88..10+00001630
110119+00000003 21.104+10031320 22.104+09132340 31..00+00206941 32..10+00206866 33..10-00006559 87..10+00002620 88..10+00001630
110120+00000004 21.104+10257440 22.104+09121220 31..00+00213040 32..10+00212980 33..10-00006029 87..10+00002620 88..10+00001630
110121+00000005 21.104+10511560 22.104+09200350 31..00+00211500 32..10+00211370 33..10-00005984 87..10+00000200 88..10+00001630
110122+00000006 21.104+10216030 22.104+09206360 31..00+00195735 32..10+00195602 33..10-00008194 87..10+00002620 88..10+00001630
110123+00000007 21.104+10502420 22.104+09220000 31..00+00193637 32..10+00193476 33..10-00008871 87..10+00002620 88..10+00001630
110124+00000008 21.104+10605070 22.104+09314110 31..00+00177237 32..10+00176954 33..10-00010994 87..10+00002620 88..10+00001630
110125+00000009 21.104+10156550 22.104+09308270 31..00+00174144 32..10+00173882 33..10-00010530 87..10+00002620 88..10+00001630
110126+00000010 21.104+10151200 22.104+09432060 31..00+00167386 32..10+00166862 33..10-00011803 87..10+00000200 88..10+00001630
110127+00000011 21.104+10410080 22.104+09351150 31..00+00164907 32..10+00164534 33..10-00012073 87..10+00002620 88..10+00001630
110128+00000012 21.104+10346080 22.104+09427240 31..00+00162649 32..10+00162157 33..10-00013627 87..10+00002620 88..10+00001630
110129+00000013 21.104+10144270 22.104+09451450 31..00+00165909 32..10+00165312 33..10-00012631 87..10+00000200 88..10+00001630
110130+00000014 21.104+10407570 22.104+09503120 31..00+00154936 32..10+00154334 33..10-00014635 87..10+00002620 88..10+00001630
110131+00000015 21.104+10445160 22.104+09322290 31..00+00163115 32..10+00162832 33..10-00010590 87..10+00002620 88..10+00001630
110132+00000016 21.104+10516010 22.104+09358310 31..00+00153333 32..10+00152964 33..10-00011618 87..10+00002620 88..10+00001630
110133+00000017 21.104+10142500 22.104+09418530 31..00+00151479 32..10+00151050 33..10-00012385 87..10+00002620 88..10+00001630
110134+00000018 21.104+10905520 22.104+09426180 31..00+00147704 32..10+00147261 33..10-00012418 87..10+00002620 88..10+00001630
110135+00000019 21.104+10521530 22.104+09549380 31..00+00132171 32..10+00131488 33..10-00014408 87..10+00002620 88..10+00001630
110136+00000020 21.104+10254580 22.104+09558410 31..00+00130233 32..10+00129525 33..10-00014552 87..10+00002620 88..10+00001630
110137+00000021 21.104+10738350 22.104+09742400 31..00+00108064 32..10+00107087 33..10-00015489 87..10+00002620 88..10+00001630
110138+00000022 21.104+10247160 22.104+09756040 31..00+00105309 32..10+00104301 33..10-00015526 87..10+00002620 88..10+00001630
110139+00000023 21.104+10437460 22.104+09952280 31..00+00086837 32..10+00085551 33..10-00015881 87..10+00002620 88..10+00001630
110140+00000024 21.104+10900470 22.104+09956310 31..00+00086718 32..10+00085416 33..10-00015962 87..10+00002620 88..10+00001630
110141+00000025 21.104+10517180 22.104+10028420 31..00+00076599 32..10+00075322 33..10-00016500 87..10+00004200 88..10+00001630
110142+00000026 21.104+10711340 22.104+10005530 31..00+00075181 32..10+00074017 33..10-00015951 87..10+00004400 88..10+00001630
110143+00000027 21.104+00000000 22.104+09237270 31..00+00132022 32..10+00131883 33..10-00007083 87..10+00002620 88..10+00001580
110144+00000028 21.104+35042240 22.104+09357450 31..00+00079448 32..10+00079258 33..10-00005370 87..10+00001460 88..10+00001580
110145+00000029 21.104+35540460 22.104+09423540 31..00+00058938 32..10+00058765 33..10-00005560 87..10+00002620 88..10+00001580
110146+00000030 21.104+00512080 22.104+09335500 31..00+00032555 32..10+00032491 33..10-00003083 87..10+00002620 88..10+00001580
110147+00000031 21.104+03459180 22.104+09014490 31..00+00022935 32..10+00022935 33..10-00001139 87..10+00002620 88..10+00001580
